CFS Account Number,Account Name,Account Identifier,Current,1-30 Days,31-60 Days,61-90 Days,91-120 Days,121-150 Days,151-180 Days,>180 Days,Total Outstanding,Report Date
"PR001521","CITY OF DALLAS - PARKS AND RECREATION","SF00047867","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001522","USD 341 OSKALOOSA PUBLIC SCHOOLS","SF00048030","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001523","LORAIN COUNTY COMMUNITY COLLEGE","SF00047962","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001524","KENTON COUNTY SCHOOLS","SF00047920","$220.77","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$220.77","01/03/2022"
"PR001525","MOORESVILLE CONSOLIDATED SCHOOL CORPORATION","SF00047916","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001526","NOR-LEA HOSPITAL DISTRICT","SF00047363","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001527","BOROUGH OF GLEN ROCK","SF00048081","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001528","STANISLAUS COUNTY OFFICE OF EDUCATION","SF00048137","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001529","KERMAN UNIFIED SCHOOL DISTRICT","SF00047865","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001530","RIALTO UNIFIED SCHOOL DISTRICT","SF00047970","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001531","DYOUVILLE COLLEGE - EXERCISE AND SPORTS STUDIES","SF00048075","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001532","CITY OF HOBBS - CORE","SF00048142","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001533","MAYFIELD CITY SCHOOL DISTRICT","SF00048077","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001534","CITY OF BIRMINGHAM PARK AND RECREATION - AQUATIC","SF00048275","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001535","CITY OF NOME","SF00048431","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001536","GAVILAN JOINT COMMUNITY COLLEGE","SF00048198","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001537","CLINTON PUBLIC SCHOOLS","SF00048391","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001538","THE CHIP HALE CENTER","SF00048483","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001539","MONTGOMERY TOWNSHIP BOARD OF EDUCATION","SF00048354","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001540","CAIRO AMERICAN COLLEGE","SF00048464","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001541","CARTERSVILLE PARKS AND RECREATION DEPARTMENT","SF00048166","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001542","FAIRFIELD-SUISUN UNIFIED SCHOOL DISTRICT","SF00048243","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001543","TARKETT","SF00048393","$0.00","$0.00","$2475.00","$851.68","$0.00","$0.00","$0.00","$0.00","$3326.68","01/03/2022"
"PR001544","COUNTY OF HUNTERDON","SF00048300","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001545","AGCO CORPORATION","SF00048404","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001546","LAS VEGAS VALLEY WATER DISTRICT","SF00048747","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001547","HAMMOND POLICE DEPT","SF00048529","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001548","EAST SIDE HOUSE SETTLEMENT","SF00048642","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001549","GENERAL MOTORS, LLC","SF00048764","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001550","CITY OF CHAPPELL","SF00048676","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001551","UNIVERSITY HOSPITAL","SF00048880","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001552","BEYOND HOMECARE LLP","SF00048841","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$1352.79","$1352.79","01/03/2022"
"PR001553","MAOF","SF00048839","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001554","LESLIE & CAMPBELL INC.","SF00048611","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001555","HUTCHINSON USD 308","SF00048932","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001556","TENNESSEE DEPARTMENT OF CORRECTION","SF00049066","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001557","ENTERGY - LAKE CHARLES POWER STATION","SF00048827","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001558","UNION SETTLEMENT ASSOCIATION","SF00043237","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001559","HELENDALE SCHOOL DISTRICT","SF00049186","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001560","VESTA PROPERTY SERVICES","SF00049220","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001561","SANTA FE COUNTY SHERIFF'S OFFICE","SF00049181","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001562","MINNEAPOLIS PARK AND RECREATION BOARD","SF00048983","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001563","WESTCHESTER COMMUNITY COLLEGE","SF00049416","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001564","THE WORKS FAMILY HEALTH AND FITNESS CENTER","SF00049384","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001565","BRIGHAM AND WOMEN'S HOSPITAL","SF00049118","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001566","CENTURA HEALTH","SF00048938","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001567","GREENWICH PUBLIC SCHOOLS","SF00049032","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001568","TRIUMVIRATE ENVIORNMENTAL","SF00048774","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001569","EAST COAST MIGRANT HEAD START PROJECT","SF00049528","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001570","CHARLOTTESVILLE CITY SCHOOLS","SF00049417","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001571","ESPANOLA PUBLIC SCHOOLS","SF00049230","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001572","MONTEBELLO UNIFIED SCHOOL DISTRICT","SF00049291","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001573","ROWAN UNIVERSITY CAMPUS RECREATION","SF00048994","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001574","ACTON-BOXBOROUGH REGIONAL SCHOOL DISTRICT - STUDENT SERVICES","SF00049615","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001575","CITY OF LINCOLNTON PARKS AND RECREATION","SF00049571","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001576","EAST HARTFORD PARKS AND RECREATION","SF00049201","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001577","MEDINA COMMUNITY RECREATION CENTER","SF00049102","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001578","MIAMI DADE COUNTY HEALTH DEPARTMENT","SF00049889","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001579","PALOMAR COMMUNITY COLLEGE","SF00049764","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001580","LEE COUNTY SCHOOL DISTRICT","SF00050021","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001581","SOUTHWESTERN COMMUNITY ACTION COUNCIL, INC.","SF00049916","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001582","VALENCIA COLLEGE","SF00050124","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001583","CITY OF WARREN","SF00049849","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001584","COWLEY COLLEGE","SF00049765","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001585","THE CITY OF SOLON RECREATION DEPARTMENT","SF00050110","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001586","GREENFIELD-CENTRAL COMMUNITY SCHOOLS","SF00050059","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001587","LEE COUNTY SHERIFF'S DEPARTMENT","SF00050300","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001588","ASCENSION HEALTH MINISTRY SERVICE CENTER","SF00050352","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001589","LOS ANGELES COUNTY OFFICE OF EDUCATION","SF00050471","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001590","NOVELIS INC","SF00050543","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001591","NEW JERUSALEM ELEM. SCHOOL DISTRICT","SF00050223","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001592","MUSIC CITY CENTER","SF00050084","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001593","BAMBERG COUNTY DSN BOARD","SF00050372","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001594","ATHENS COUNTY BOARD OF DEVELOPMENTAL DISABILITIES","SF00050404","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001595","MENNO HAVEN CCRC","SF00050409","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001596","WARREN WOODS PUBLIC SCHOOLS","SF00050572","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001597","UW LA CROSSE TEXTBOOK RENTAL SERVICES","SF00050168","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001598","THE SALVATION ARMY, CAMP MIHASKA","SF00050939","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001599","OLD COLONY YMCA","SF00050934","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001600","STATE CENTER COMMUNITY COLLEGE DISTRICT","SF00050849","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001601","CITY OF PALM SPRINGS-RECREATION DEPARTMENT","SF00051062","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001602","GREENVILLE HIGH SCHOOL","SF00050901","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001603","POLYNESIAN RESORT","SF00050506","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001604","YMCA OF WAYCROSS","SF00050868","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001605","VOORHEESVILLE CSD","SF00050976","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001606","BINGHAMTON CITY SCHOOL DISTRICT","SF00051107","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001607","STONE COUNTY EMERGENCY SERVICES","SF00051109","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001608","MUKWONAGO YMCA","SF00050642","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001609","NJ STATE PARK SERVICE - NORTH","SF00051034","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001610","ALLEGHENY COUNTY DEPARTMENT OF PARKS","SF00051055","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001611","HANDS OF HOPE CENTER","SF00050576","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$1887.72","$1887.72","01/03/2022"
"PR001612","DIALYSIS CLINIC, INC. HEMPFIELD","SF00050913","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001613","ANTIGUA AND BARBUDA RED CROSS_1","SF00019348","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001614","RALSTON PUBLIC SCHOOLS","SF00049966","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001615","DIVINE CHILD HIGH SCHOOL","SF00050919","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001616","THROCKMORTON COUNTY MEMORIAL HOSPITAL","SF00051158","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001617","AGENCY FOR HEALTH CARE ADMINISTRATION","SF00051410","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001618","OLD COLONY YMCA - BROCKTON","SF00051108","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001619","FITCHBURG RECREATION DEPARTMENT","SF00051400","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001620","SAINT JOHN PAUL THE GREAT","SF00051331","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001621","TERREBONNE PARISH SCHOOL DISTRICT","SF00051168","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001622","UNION COUNTY DEPARTMENT OF PARKS & RECREATION","SF00050936","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001623","UNITARIAN CHURCH OF BATON ROUGE","SF00051180","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001624","BOWLING GREEN HIGH SCHOOL","SF00051335","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001625","CLARK COUNTY WATER RECLAMATION DISTRICT","SF00048458","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001626","CENTER POINT ISD","SF00051579","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001627","WARREN COUNTY PUBLIC SCHOOLS","SF00051536","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001628","CUYAHOGA COUNTY JUVENILE COURT","SF00051823","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001629","COUNTY OF ATLANTIC  PUBLIC HEALTH DEPT","SF00051792","$0.00","$0.00","$610.81","$0.00","$0.00","$0.00","$0.00","$0.00","$610.81","01/03/2022"
"PR001630","ROBERTSON COUNTY EMERGENCY COMMUNICATION DISTRICT","SF00051635","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001631","GRAND HARBOR RESORT AND WATERPARK","SF00051567","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001632","CITY OF WORCESTER POLICE","SF00051950","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001633","VILLAGE OF PELHAM MANOR POLICE DEPARTMENT","SF00051713","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001634","LA JOYA ISD AQUATIC CENTER","SF00051866","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001635","EAST ST. LOUIS SD 189-CENTRAL WHS","SF00051886","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001636","EL PASO COUNTY SCHOOL DISTRICT #49","SF00051486","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001637","SKANSKA USAB","SF00051737","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001639","SOUTHWEST COMMUNITY CENTER","SF00051515","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001640","MESQUITE ISD ATHLETIC DEPT","SF00051898","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001641","SUEZ WTS ANALYTICAL INSTRUMENTS INC.","SF00045787","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001642","HEAT CITY WATER PARK","SF00051690","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001643","GRANTON SCHOOL DISTRICT","SF00051776","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001644","JEFFERSON PARKS & RECREATION (JEFFERSON, IA)","SF00051908","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001645","CITY OF PROVIDENCE - EMERGENCY MANAGEMENT AGENCY","SF00052066","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001646","STERLING SITE ACCESS SOLUTIONS, LLC","SF00052224","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001647","HUMBLE ISD POLICE DEPARTMENT","SF00052057","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001648","NEOGEN","SF00052369","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001649","FRED G. ACOSTA JOB CORPS CENTER","SF00052265","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001650","YMCA OF YORK AND YORK COUNTY","SF00052358","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001651","TULSA COMMUNITY COLLEGE","SF00052263","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001652","BERKSHIRE FAMILY YMCA","SF00052290","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001653","UHAUL PORTLAND REPAIR SHOP","SF00052052","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001654","BELLE »…ME DOULA AND EDUCATIONAL SERVICES","SF00052174","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001655","ILITCH HOLDINGS INC","SF00052371","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001656","COOK COUNTY ETSB","SF00052578","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001657","GOAL ACADEMY","SF00052404","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001658","CARILLON HOTEL","SF00052529","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001659","GRAND LAKE MENTAL HEALTH CENTER, INC","SF00052539","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001660","CHILDREN, YOUTH & FAMILY DEPT","SF00052405","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001661","VALDOSTA CITY SCHOOLS","SF00052414","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001662","HARMONY SCIENCE ACADEMY CEDAR PARK","SF00052126","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001663","FILLMORE UNIFIED SCHOOL DISTRICT","SF00052340","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001664","GREATER LAWRENCE TECHNICAL HIGH SCHOOL - DENTAL","SF00052608","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001665","HUMBLE INDEPENDENT SCHOOL DISTRICT - BENEFITS DEPT.","SF00052112","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001666","THOMSON AEROSPACE AND DEFENSE","SF00052734","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001667","OLE MISS BARNES & NOBLE 0317","SF00052241","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001668","SAINT VIATOR HIGH SCHOOL","SF00052752","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001669","NOVA SOUTHEASTERN UNIVERSITY_1","SF00052429","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001670","TOWN OF NEEDHAM","SF00052577","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001671","IHP","SF00052584","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001672","CHARLESTOWN HEALTHCARE CENTER","SF00052624","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001673","UNIVERSITY OF MASSACHUSETTS AT AMHERST-STUDENT ENGT","SF00052817","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001674","CENTRAL UNION HIGH SCHOOL DISTRICT","SF00052845","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001675","WAYNE TOWNSHIP PARKS & RECREATION","SF00052931","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001676","WEIR PUMPS AND VALVE SOLUTIONS,INC.","SF00052953","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001677","LORENA HIGH SCHOOL","SF00053074","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001678","CITY OF MISHAWAKA","SF00052843","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001679","GLOBAL LOGISTICS INC","SF00053054","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001680","UNIVERSITY OF CENTRAL ARKANSAS","SF00053144","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001681","CRETE HIGH SCHOOL","SF00052530","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001682","WARREN ELEMENTARY SCHOOL","SF00053075","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
